text,Preprocessed_text
Your pickup and drop location selection is a huge mess. Sometimes software took my drop location as the pickup location. Sometimes no drop location was selected. Please update this.,your pickup drop location selection huge mess sometimes took drop location pickup location sometimes drop location selected please update
Only feature I would like to request is to be able to leave feedback to a driver after a trip has completed.,only feature i would like request able leave feedback driver trip
Need more improvement,need improvement
One time when I order some food one food item was missing there is no option in the app to complain in It food please add a option to report incidents and when will be flash available in Kandy,one time i order food one food item missing option app complain it food please add option report flash available
At the start It was great but now the drivers seem to ignore you on your pickup location and go ahead to your destination and charge you for a trip you didn't take. I've had this experience on 2 occasions and I didn't receive a response for my complaints from It at all. Obviously the way you treat your customers is absolutely poor and this is why I'm giving a 1 star rating and really wish I could give no rating at all because your service and response is hopeless.,at start it great seem ignore pickup location go ahead destination charge trip take i experience i receive response it obviously way treat absolutely poor i giving star rating really wish i could give rating service response hopeless
"Pick me food is very good and less expensive but drivers find hard to find the delivery address, need some improvement in finding location.",pick food good less expensive find hard find delivery address need improvement finding location
It's an awesome app...Loved it?Very useful...Great service!Tysm for ur wonderful service??I would surely suggest everyone about this app?,it awesome app very useful great service ur wonderful service i would surely suggest everyone app
"They should know to use pick up using my location. And not to ask me describe the location. Update: 22/10/17. More drivers are able to arrive on pick up location using in app navigation. (thanks). But still, more than 95% don't use Google maps for navigation. And takes their own routes. So I suggest all pick me drivers to be trained to use google maps to ride.",they know use pick location and ask describe location update more able arrive pick location app navigation thanks but still use navigation and so i suggest pick trained use ride
"Terrible. I needed a ride from a remote area to the airport at 2am, so I used It's ""Book Later"" feature to schedule a pickup (10 hours in advance). I promptly received an SMS confirming my booking, and the details were also listed in the app under ""My Trips.""  2am came around and there was no car in sight. My booking magically disappeared from the app, with no cancellation notice, in spite of the confirmation they sent me earlier.  No one answered their customer support phone number or email address at the time and still now, a full day later.  I could've missed my flight but luckily I found a local taxi company that was still open and agreed to take me.  What a disastrously poor service. If you need a reliable transportation service that will be there when they say they will, I suggest you look elsewhere.",terrible i ride remote area airport i used it book later feature schedule pickup advance i promptly received confirming booking also listed app my came around car sight my booking magically app cancellation notice spite confirmation sent no one customer support phone number address time still full day later i could flight luckily i found local taxi company still open agreed take what disastrously poor service if need reliable transportation service say i suggest look elsewhere
It available in thihariya also.. thank you..love the new update. thank you for taking heed to our suggestions. All e best,it available also thank love new update thank taking heed all e best
Please can you add old galle road in location map. Doesn't have old galle road from moratuwa to panadura I have to come moratuwa junction book a car,please add old road location map old road i come junction book car
Your service is just disgusting. No one picks the rides in peak times or at night even after 7pm. What the hell. Uninstalling this. No point of having an app without any use. Please add staff who can be committed to their job.,your service disgusting no one peak times night even pm what hell no point app without use please add staff job
"After the latest update, this app takes for ever to find a cab near me!",after latest update app ever find cab near
The price ranges are ok with It but some of the drivers in the tuks doesn't even know how to talk to the customers. If its possible please try to add a new feature where I can book a vehicle for another person who is staying in a different location by adding that person's phone number before the booking confirmation so that the driver can communicate with that specific person.,the price it even know talk if possible please try add new feature i book vehicle another person different location person phone number booking confirmation driver communicate specific person
need more improvements,need
"Would be better if chargers are low, specially in the night time.. dont know why we have to pay extra 15% for the night rides",would better low specially night time dont know pay extra night
Please add the real map,please add real map
Excellent.my suggestion is add bike taxi also,excellent suggestion add bike taxi also
Drop location can't find. Please update this map,drop location find please update map
ewery time theare are no wehicals (Tuk) can you add more wehicals,ewery time add
"All the time we need to enterd the pick up location it want detect 
automatically its keep on fetching location but it want select the correct 
location this is need to be improve and app is very slow on theese 
days...drop location also when we type one location the app will select the 
very recent one all though I typed the location it want select please try 
to update this really helpfull for frequent users. ..",all time need pick location want detect automatically keep fetching location want select correct location need improve app slow days drop location also type one location app select recent one though i location want select please try update really frequent
Good make it more comfortable,good make comfortable
At the start It was great but now the drivers seem to ignore you on your pickup location and go ahead to your destination and charge you for a trip you didn't take. I've had this experience on 2 occasions and I didn't receive a response for my complaints from It at all. Obviously the way you treat your customers is absolutely poor and this is why I'm giving a 1 star rating and really wish I could give no rating at all because your service and response is hopeless.,at start it great seem ignore pickup location go ahead destination charge trip take i experience i receive response it obviously way treat absolutely poor i giving star rating really wish i could give rating service response hopeless
"Pick me food is very good and less expensive but drivers find hard to find the delivery address, need some improvement in finding location.",pick food good less expensive find hard find delivery address need improvement finding location
Every time update this app,every time update app
Needs improvement.,needs improvement
Please add dark theme ??,please add dark theme
Please add Round trip option to the app,please add round trip option app
Please add the chat option just like in Grab.,please add chat option like grab
"At the end of the trip, if user not connected to the internet there's no way to add rating to the driver later after user connected to the internet. Only shows trip details. Please add it. Rating the driver is important. Edit--: Can't exit from the app like before. Had to push to run in background and then close apps.",at end trip user connected way add rating driver later user connected only trip please add rating driver important edit can exit app like had push run background close
But... Hi...Please UPDATE It App To Set Home Location With Home Photo...Than It Drivers Can Easily Find Out Our Home...,but hi please update it app to set home location with home photo than it can easily find out our home
"Fairer than Uber because they charge according to distance. The running total is displayed on the driver's display, though sadly not on the passenger's. Their fare prediction is accurate, and they are responsive to suggestions and complaints.",fairer charge according distance the running total displayed driver display though sadly passenger their fare prediction accurate responsive
"Don't use this service. Their drivers are cheating people. They try to go trips from the longest root with the intention of earning more cheat money. I would like to give one advice to It, please introduce fixed price instead of approximate price. Because your drivers are cheating your valuable customers. That definitely a black mark for the company reputation. Thank You",don use service their cheating people they try go root intention earning cheat money i would like give one advice it please introduce fixed price instead approximate price because cheating valuable that definitely black mark company reputation thank you
 I would like an update where you get an otp from the customer and then the meter starts because every time I use this mode of transportation I have to pay a large amount and the drivers say it is the waiting charge. how can they start their even before we've got into the vehicle and started our journey? I would really appreciate if you could bring in this update soon,i would like update get customer meter every time i use mode transportation i pay large amount say waiting charge start even got vehicle journey i would really appreciate could bring update soon
"One of the perfect app and good services are provided. As a improvement area , It would be the best if drivers could become more polite with customers.",one perfect app good provided as improvement area it would best could become polite
when compared to other similar app the developer need to concern more. in It foods please add review for restaurants.,similar app developer need concern it please add review
charge for trips you ve nvr been.once i booked a It.driver was on the way and all of a sudden he cancelled the trip and money was charged from my credit card .i didnt even see the taxi.i complained this to the It company but didnt seemed to bother.lost money and my time both on the.never gonna use this again.please be carefull when using credit card.they charge u for nothing.i need to add an screen shot too but here i cant.,charge booked it driver way sudden trip money credit card didnt even see taxi it company didnt bother lost money time never use please credit card charge u nothing need add screen shot cant
Need to add more Tuk Tuks,need add
I so far had no issues with Itfood but now I would like to mention that the food doesnt get easily departed on fridays which is a very irritating and a disturbing issue.,i far i would like mention food doesnt get easily departed irritating disturbing issue
"now the app is really complex, food, trucks are all in one app. sometimes it stucks. i think the app would be modularized, keep separated would be better. example : im not using It food (my area does not have It food) but app shows some unwanted process.",app really complex food trucks one app sometimes think app would keep would better example it food area it food app unwanted process
"Needs improvements ! Finding It food  isn't coming ! its shows 0 restaurants nearby ! Please help me with it , but however is cool & safe to use ! It is great in Sri Lanka  & a new development in travel  I'm rating ItÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ 5? ! I suggest this for everyone & thanks It developers ??",needs finding it food coming nearby please help however cool safe use it great sri new development travel i rating i suggest everyone thanks it
Needs improvement in location findings and live tracking,needs improvement location live
need to add multiple destinations,need add multiple
please add an option to save and keep places those will be easy to mention pickup address and drop address,please add option save keep easy mention pickup address drop address
Needs improvement,needs improvement
"pick me foods is so inconvenient to use. it doesn't show the address of the restaurant, customizing options, or any information about the restaurant even after the order has been placed. also you can't search by food type and choose from the restaurants that serve that particular type of food so it has to be a specific restaurant name and that's really irritating. needs a lot more improvement.",pick inconvenient use show address restaurant information restaurant even order also search food type choose serve particular type food specific restaurant name really irritating needs lot improvement
"It is now reaching towards the worst in commitments, delivery.. Outstation ride - i wont suggest anyone to go .. worst experience .. if you book oneway .. all the tolls for return also you need to pay extra .. cars condition is like you booked a bullcart .. within city .. booking mini or micro no matters you will get only wagonR and the condition of car is so so pathetic .. AC hardly works, engine noise, hardly any speed even if the roads are empty.. and cost you pay is 25-30 rs per KM..",it reaching towards worst delivery outstation ride wont suggest anyone go worst experience book return also need pay extra condition like booked bullcart within city booking micro get condition car pathetic hardly works engine noise hardly speed even empty cost pay per
Please add option to zoom in the driver's photo,please add option zoom driver photo
May be they will improve with time. They take longer time to find driver than Uber. price was bit cheaper than Uber. Need improvement in their map. I felt sorry for the driver that the gps is very hard to follow unlike with other apps or google maps. Overall good experience. hope they will improve and listen customer feedback. thanks,may improve time they take longer time find driver price bit need improvement map i felt sorry driver hard follow unlike overall good experience hope improve listen customer feedback thanks
I would like a feature where you ask me how many taxis would you like to book! Say we are 8 people so it's easy to book 2 cabs from a particular transaction instead of whatever the actual process is! Thank you!,i would like feature ask many taxis would like book say people easy book particular transaction instead whatever actual process thank
"I am n oot able to reactivate my It money wallet. I am forced to book other cab services when I am needed to pay cashless It money activation process is tedious and cumbersome, can you make it simple and possible.",i n able reactivate it money wallet i forced book cab i pay it money activation process tedious cumbersome make simple possible
"The sevice that given to guest through app is good, but an emergency time the driver is declined to expect It Money from the guest, they asking to give cash, bcoz if we give cash the rate is More, and it is easy to tax evasion... So don't make it cash, only pay by It Money.",the given guest app good emergency time driver declined expect it money guest give cash give cash rate more easy tax evasion so make cash pay it money
"used this app for a while,,, the postpaid feature was introduced and the default payment method changed to postpaid,,, so it says I have to pay 221 rupees now,, I don't have any online payment method,, so I would like to report..",used app postpaid feature default payment method postpaid i pay i payment method i would like report
"You will promote in your app that customers can pay through online and need not worry about handcash, but why are you not enquiring whether your cab drivers do have adopted to those online methods?? Now please don't say that it's not your prblm. Please make it mandatory for each and every It driver to have those online payment acceptable. I'm very irritated because of your service, because of you people, i ran out of handcash at the middle of the night and had to walk more than 2 kms,wrst srvice",you promote app pay need worry whether cab adopted now please say please make mandatory every it driver payment acceptable i service people ran middle night walk
pls make it with wifi and mobile data pls,make mobile data
"Technically, the app works fine and even with poor network connection. It would be nice if app could have feature to show route suggested for the driver to take so we can keep track if driver uses alternate route.",technically app works fine even poor network connection it would nice app could feature show route driver take keep track driver alternate route
"App is terrible and does not give a correct estimate as to when you will be picked up. Drivers constantly cancel rides, presumably to pick up and Uber drive. it would be better for customers if companies demanded exclusivity. I have never had a good experience with an It. Drivers have been terrible and car quality and state has been very average. I just waited for over 25 minutes for a driver who picked up my ride despite being in another ride that lasted a good while. He was also very agressive",app terrible give correct estimate picked constantly cancel presumably pick drive would better exclusivity i never good experience it terrible car quality state average i driver picked ride despite another ride good he also
"Worst application ever. I suggest every1 not to use this app. It company is ONLY 4 PROFIT MAKING and doesn't look after customer's satisfaction at all. They HIRE UNPROFESSIONAL DRIVERS. I recently book one of their premium category car for my guests and to my shock, this driver asked me where is ur drop location, which was nearly 20km, after which he on purpose made xcuses and asked me cancl the ride. This was totally unexpected. My guests were helplessly waiting for the fleet. Its ridiculous.",worst application ever i suggest every use app it company only profit making look customer satisfaction they hire unprofessional i recently book one premium category car shock driver ur drop location nearly km purpose made ride this totally unexpected my helplessly waiting fleet its ridiculous
wow i wish there was an option for no star i would have given that. drivers are so unprofessional and uneducated that nothing can be done. some straight away deny duty. some says that we cant teach them about locations as they have been riding since It is born. beautiful experience i would say.,wow wish option star would given unprofessional uneducated nothing done straight away deny duty cant teach riding since it born beautiful experience would say
"Old app version showed outstanding payments as soon as the app was opened. Now outstanding payments are shown only while doing new booking. This is bad UX. You call up the customer to make outstanding payments, but make it very difficult and absolutely non-intuitive to know if there is outstanding payment, and even harder to make the outstanding payment.",old app version outstanding soon app now outstanding shown new booking this bad you call customer make outstanding make difficult absolutely non intuitive know outstanding payment even harder make outstanding payment
"please improve the navigation system, it lags a lot",please improve navigation system lot
worst experience. the driver told that they allow one extra person in car but not the luggage(bag) and they ask for extra amount also. after ridinv i decided that it will be better if i ride any local cars and not the It. It only suitable for short distance. I booked for 120 km with some luggage nd we are 3 persons. really bad experience. next time never book the It cabs.,worst experience driver told allow one extra person car luggage bag ask extra amount also decided better ride local it it suitable short distance i booked luggage really bad experience next time never book it
This application work fine. But i have one suggestion to add voice search mudule for entering destination.,this application work fine but one suggestion add voice search entering destination
"Dreadful. Driver told my wife that he's an erotic artist, and would love to take her home and draw her. Absolutely vile",dreadful driver told wife erotic artist would love take home draw absolutely vile
Very poor customer support. No action is ever being taken on genuine complaints of riders. It TEAM: Please improve.,very poor customer support no action ever taken genuine it team please improve
"App needs improvement - does not show route or ETA once trip is underway. Apart from that, trip was pleasant and driver was friendly.",app needs improvement show route eta trip underway apart trip pleasant driver friendly
Good cab availability. Customer care needs lots of improvement from the app and driver end,good cab availability customer care needs lots improvement app driver end
I am not able to log in PlZ suggest what to do as it days you are not allowed to log in in this Devies PlZ help,i able log suggest days log help
"It's service was very good but now it is giving very bad and messy service due to its drivars. Or the drivers are not given full money or they have been thinking of earning them wrongly, because of The customer will turn away from him, it would be better to repair the service.",it service good giving bad messy service due or given full money thinking earning wrongly the customer turn away would better repair service
the fare is really high.its like waste of booking they either cancel the ride or the fare is extremely high please update ur app and reduce the fare,fare really high like waste booking either cancel ride fare extremely high please update ur app reduce fare
booking facility is very bad make it available more,booking facility bad make available
the cad driver cancelled my 3 rides i had to take an auto it was.so annoying and we also had guests. I look forward to seeing improvement . Or unfortunately i will have to uninstall the app .,cad driver take auto annoying also i look forward seeing improvement or unfortunately app
"worst app ever , drivers behaviour is intolerable ! & costomer service dont even lift the calls & no response for the complaints. what sort of service is this ??? not going to suggest anyone this app & will make sure that no one uses this app.",worst app ever behaviour intolerable service dont even lift response sort service going suggest anyone app make sure one app
"wish i could give the negative star point , from last two month the It rides are showing very high prices and it frequently changes its total fare price some time its 200 than 400 than 350 !! its now very pathetic using this app , and its also don't show any ride near my location !!",wish could give negative star point last two month it showing high frequently total fare price time pathetic app also show ride near location
The app is too slow. The auto drivers do not have their account with It and will cancel last minute if the fare is paid by It Money. This has happened multiple times. Please improve your services.,the app slow the auto account it cancel last minute fare it money this multiple times please improve
It cab is only suitable for selected places at bangalore.. there are no cabs at outskirts in bangalore like to whitefield or Marathahalli.. none of the cabs are vaiable at these points please improve your service at outskirts of metropolitan cities also,it cab suitable selected like none please improve service metropolitan also
"Yesterday I booked an It cab for my wife to visit Kamakhya Temple. This morning the driver after reaching the pickup point cancelled the trip at eleventh hour. That BASTARD didn't care a damn about the mental agony which my wife faced. Please update your app to show the destination to the driver as well, so that they do not resort to RANTING after knowing the drop point.",yesterday i booked it cab wife visit temple this morning driver reaching pickup point trip eleventh hour that bastard care damn mental agony wife faced please update app show destination driver well resort ranting knowing drop point
"please add the features of how much time away to reach distance for actual point ( in auto , bike , car pickup and suggestions for if this way you use bike this sufficient for journey that's tyape service It needed:)",please add much time away reach distance actual point auto bike car pickup way use bike sufficient journey service it
over all good aap..... but please improve your service especially gps in Pune,good please improve service especially
"I belong from Kolkata and had booked a cab today.I would suggest all Kolkatans not to take car number 7603 white tata zest,driver name Subrata Saha. The driver is a fraud.He had first taken my location and then cancelled it midway saying I had given wrong drop location.He deliberately took a 5-star rating and asked me to pay him INR363(154rs of the distance he had come and then wanted to take 219rs himself without letting It know about it).I would suggest all to avoid this car.",i belong booked cab today i would suggest take car number white zest driver name the driver fraud he first taken location midway saying i given wrong drop location he deliberately took star rating pay inr rs distance come take rs without it know i would suggest avoid car
"Drivers take too long to reach the customer even when they are present at a nearby location. This clearly reflects that the drivers are dumb, unprofessional and careless. They are least bothered about the convenience of the customers. I would like to request not to download this app and allow others to do the same.",take long reach customer even present nearby location this clearly dumb unprofessional careless they least convenience i would like request app allow
"It is great if Uber is surging and you have a good half hour to wait for a lift. If you're fine with drivers accepting rides that are a good 12 minutes away, having them aimlessly take 3 wrong turns and then cancel about half way (where you're charged a cancellation), then It's great. If you're happy with a service that is barely better than a taxi (and lers be real they're basically all ex-cabbies), It is the service for you. It is the absolute budget alternative. Use uber instead.",it great surging good half hour wait lift if fine good away aimlessly take wrong turns cancel half way cancellation it great if happy service barely better taxi real basically ex it service it absolute budget alternative use instead
It service is good but It's technical team is useless.Unable to login.No mail verification login.Sms for verification is sent very late.Even in retry SMS I receive a new code that too very late and then shows error.Also call verification code after putting into the app correctly it shows error.The system is damn irritating.Also It money app and regular app does not shows postpaid payment option in a clear & highlighted way.It systems needs to be improved very urgently.Its too bad!,it service good it technical team useless unable login no mail verification login verification sent late even retry i receive new code late error also call verification code app correctly error the system damn irritating also it money app regular app postpaid payment option clear way it needs urgently its bad
Needs improvement takes delay in getting connected to the nearest cab available. Shows false cab availability during rush hours and It charges more in the name of peak hours from customers.,needs improvement delay getting connected nearest cab available false cab availability rush it name peak
I don't understand the criteria basis for hiring drivers in It because I have seen many It drivers very unprofessional also I would like to highlight that It has introduced It money wallet still when we say this to a It driver that we would pay through It money the driver will cancel the ride also they will talk so rudely so i don't get it why the hell you have introduced this It wallet tell your drivers to cooperate with customers and use paytm and It wallet and be professional,i understand criteria basis it i seen many it unprofessional also i would like highlight it it money wallet still say it driver would pay it money driver cancel ride also talk rudely get hell it wallet tell use it wallet professional
"App is good. But most drivers ask for cash instead of It money. It would be nice if there was an option to change mode of payment after booking. Also, cancellation policy is too strict.",app good but ask cash instead it money it would nice option change mode payment booking also cancellation policy strict
"i hired a cab on 15th Jan from Chandigarh to airport. Total fare included Rs 270 fare and 85 parking charges of airport. So total bill was of Rs 355. When we entered airport, driver asked us to pay parking fees of Rs 85 in cash. I paid that. After that, he said that total bill is of Rs 355. Means he charged Rs 440 from me instead of Rs 355.I raised the complaint to It, still they have not refunded. Uber is better than this. I won't suggest It to anyone.",hired cab th airport total fare included fare parking airport so total bill when airport driver us pay parking cash i after said total bill instead i raised complaint it still better i suggest it anyone
fare is more if you book cab and cancel it cab driver make it pass and make the money from the second one be careful fraud cab driver,fare book cab cancel cab driver make pass make money second one careful fraud cab driver
its very good n convenient to book thru It..one suggestion pls allow/introduce to transfer It money between 2 It user. atleast say max Rs 2000. this will save time to recharge or help others..thanks,good n convenient book it one suggestion allow introduce transfer it money it user say save time recharge help thanks
Needs a buff,needs buff
suggestion: show the model number while booking a car ( manufactured year of the car ),suggestion show model number booking car year car
driver services needs more improvement,driver needs improvement
My suggestion is to book It from Phonepe app. You will get cashback offers and scratch cards. Full amount gets refunded after cancellation. To book It ride from Phonepe go to apps section and select It app.,my suggestion book it app you get scratch full amount cancellation to book it ride go section select it app
worst service evere. Driver always cancel the ride. it happens with me 3 to 4 times. than I am writing this review. please improve it.,worst service driver always cancel ride times i writing review please improve
"please add more cars like innova, tavera",please add like
It was good but need to add one augment is to plan for tomorrow how to assigned for booking simply advance booking option should be require to add,it good need add one augment plan tomorrow assigned booking simply advance booking option require add
"I would like to know when u r releasing the It washrooms , eargly waiting for that.",i would like know u r it waiting
"you people cheat the customers,first saccept the ride and cancels automatically and make it look like it is the mistake of customers..cheaters",people cheat first ride automatically make look like mistake
"I normally have no problems with It but the knot reason I given a low rating is because was overcharged the distance fare to what I normally pay i don't know if the driver forgot to press the end ride bit on his phone until it was too late but all the same I have been overcharged, I would like this resolved asap please It",i normally it knot reason i given low rating distance fare i normally pay know driver forgot press end ride bit phone late i i would like resolved please it
please add 7 sitter car in surat,please add sitter car surat
Good but should have more features,good
"It driver is not proffesional and they behave very rudly and demand for more money than actual bill. I totally disappoint from It. Dear It team, please improve pethetic behaviour of your driver.",it driver behave demand money actual bill i totally disappoint it dear it team please improve behaviour driver
the driver arrival is late... please update it .. everything is fine,driver arrival late please update everything fine
please Improve your Service in Kurnool city....,please improve service city
need more improvement in our city,need improvement city
please add CNG or diesel option while booking as it is very uncomfortable while traveling with luggage.,please add diesel option booking uncomfortable traveling luggage
Every time update this app,every time update app
Needs improvement.,needs improvement
I suggest adding more drivers,i suggest
"awful service this morning been stood in the freezing cold for 20 minutes watching drivers get further away, get closer and then pull a u-ie and get further away. i went inside a coffee shop and bought a coffee while waiting, and I've since finished it waiting for the cab to arrive. on top of that the 30% discount I'd been assured would be applied to my next 10 wasn't added to the trip because apparently it doesn't the discount by default even though it suggests it is... i want compensation",awful service morning stood freezing cold watching get away get closer pull u ie get away went inside coffee shop bought coffee waiting i since finished waiting cab arrive top discount i i would assured would applied next added trip apparently discount default even though want compensation
Their service is so disturbed. They dont pay enough for the It drivers and the druvers have to compulsorily accept your ride but in reality the druver never shows up. Worst cab service app ever. Please improve or shut it out.,their service disturbed they dont pay enough it compulsorily accept ride reality never worst cab service app ever please improve shut
Your service is just disgusting. No one picks the rides in peak times or at night even after 7pm. What the hell. Uninstalling this. No point of having an app without any use. Please add staff who can be committed to their job.,your service disgusting no one peak times night even pm what hell no point app without use please add staff job
. So I suggest all  drivers to be trained to use google maps to ride.,so i suggest trained use ride
"Terrible. What a disastrously poor service. If you need a reliable transportation service that will be there when they say they will, I suggest you look elsewhere.",terrible what disastrously poor service if need reliable transportation service say i suggest look elsewhere
 If its possible please try to add a new feature where I can book a vehicle for another person who is staying in a different location by adding that person's phone number before the booking confirmation so that the driver can communicate with that specific person.,if possible please try add new feature i book vehicle another person different location person phone number booking confirmation driver communicate specific person
Please can you add old galle road in location map. Doesn't have old galle road from moratuwa to panadura I have to come moratuwa junction book a car,please add old road location map old road i come junction book car
"Would be better if chargers are low, specially in the night time.. dont know why we have to pay extra 15% for the night rides",would better low specially night time dont know pay extra night
It available in thihariya also.. thank you..love the new update. thank you for taking heed to our suggestions. All e best,it available also thank love new update thank taking heed all e best
"After the latest update, this app takes for ever to find a cab near me!",after latest update app ever find cab near
